model_id,description,tags,downloads,likes,language
Tesslate/Tessa-Rust-T1-7B,text-generation,"transformers, safetensors, qwen2, text-generation, text-generation-inference, trl, conversational, en, dataset:Tesslate/Tessa-Rust-T1_Dataset, base_model:Qwen/Qwen2.5-Coder-7B-Instruct, base_model:finetune:Qwen/Qwen2.5-Coder-7B-Instruct, license:apache-2.0, autotrain_compatible, endpoints_compatible, region:us",504,12,unknown
Aleph-Alpha/llama-3_1-8b-tfree-hat-dpo,,"safetensors, hierarchical_autoregressive_transformer, Aleph Alpha Research, pytorch, Hirarchical Autoregressive Transformer, HAT, custom_code, en, de, arxiv:2501.10322, base_model:Aleph-Alpha/llama-3_1-8b-tfree-hat-sft, base_model:finetune:Aleph-Alpha/llama-3_1-8b-tfree-hat-sft, license:other, region:us",17,10,unknown
renderartist/coloringbookhidream,text-to-image,"diffusers, text-to-image, lora, template:diffusion-lora, base_model:HiDream-ai/HiDream-I1-Full, base_model:adapter:HiDream-ai/HiDream-I1-Full, license:apache-2.0, region:us",34,7,unknown
unsloth/Qwen3-0.6B,,"safetensors, qwen3, unsloth, base_model:Qwen/Qwen3-0.6B, base_model:finetune:Qwen/Qwen3-0.6B, region:us",1855,7,unknown
lmstudio-community/Qwen3-235B-A22B-GGUF,text-generation,"gguf, text-generation, base_model:Qwen/Qwen3-235B-A22B, base_model:quantized:Qwen/Qwen3-235B-A22B, license:apache-2.0, endpoints_compatible, region:us, conversational",8687,7,unknown
second-state/Qwen3-4B-GGUF,text-generation,"gguf, qwen3, chat, text-generation, en, base_model:Qwen/Qwen3-4B, base_model:quantized:Qwen/Qwen3-4B, license:other, endpoints_compatible, region:us, conversational",3304,7,unknown
Intelligent-Internet/II-Medical-7B-Preview,text-generation,"transformers, safetensors, qwen2, text-generation, conversational, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",12,7,unknown
bartowski/Qwen_Qwen3-1.7B-GGUF,text-generation,"gguf, text-generation, base_model:Qwen/Qwen3-1.7B, base_model:quantized:Qwen/Qwen3-1.7B, endpoints_compatible, region:us, conversational",4234,7,unknown
huihui-ai/Qwen3-0.6B-abliterated,text-generation,"transformers, safetensors, qwen3, text-generation, chat, abliterated, uncensored, base_model:Qwen/Qwen3-0.6B, base_model:finetune:Qwen/Qwen3-0.6B, license:apache-2.0, autotrain_compatible, endpoints_compatible, region:us",43,7,unknown
mlabonne/Qwen3-4B-abliterated,text-generation,"transformers, safetensors, qwen3, text-generation, conversational, arxiv:1910.09700, autotrain_compatible, endpoints_compatible, region:us",102,7,unknown
mradermacher/Qwen3-30B-A3B-abliterated-i1-GGUF,,"transformers, gguf, en, base_model:mlabonne/Qwen3-30B-A3B-abliterated, base_model:quantized:mlabonne/Qwen3-30B-A3B-abliterated, endpoints_compatible, region:us, imatrix, conversational",573,7,unknown
distilbert/distilgpt2,text-generation,"transformers, pytorch, tf, jax, tflite, rust, coreml, safetensors, gpt2, text-generation, exbert, en, dataset:openwebtext, arxiv:1910.01108, arxiv:2201.08542, arxiv:2203.12574, arxiv:1910.09700, arxiv:1503.02531, license:apache-2.0, model-index, co2_eq_emissions, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",2890201,530,unknown
google-t5/t5-base,translation,"transformers, pytorch, tf, jax, rust, safetensors, t5, text2text-generation, summarization, translation, en, fr, ro, de, dataset:c4, arxiv:1805.12471, arxiv:1708.00055, arxiv:1704.05426, arxiv:1606.05250, arxiv:1808.09121, arxiv:1810.12885, arxiv:1905.10044, arxiv:1910.09700, license:apache-2.0, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",4759812,707,unknown
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,sentence-similarity,"sentence-transformers, pytorch, tf, onnx, safetensors, openvino, bert, feature-extraction, sentence-similarity, transformers, multilingual, ar, bg, ca, cs, da, de, el, en, es, et, fa, fi, fr, gl, gu, he, hi, hr, hu, hy, id, it, ja, ka, ko, ku, lt, lv, mk, mn, mr, ms, my, nb, nl, pl, pt, ro, ru, sk, sl, sq, sr, sv, th, tr, uk, ur, vi, arxiv:1908.10084, license:apache-2.0, autotrain_compatible, text-embeddings-inference, endpoints_compatible, region:us",7230632,869,unknown
naver-clova-ix/donut-base-finetuned-docvqa,document-question-answering,"transformers, pytorch, vision-encoder-decoder, image-text-to-text, donut, image-to-text, vision, document-question-answering, arxiv:2111.15664, license:mit, endpoints_compatible, region:us",151588,236,unknown
microsoft/biogpt,text-generation,"transformers, pytorch, biogpt, text-generation, en, license:mit, autotrain_compatible, endpoints_compatible, region:us",67003,261,unknown
lllyasviel/ControlNet,,"license:openrail, region:us",0,3702,unknown
meta-llama/Llama-2-7b-hf,text-generation,"transformers, pytorch, safetensors, llama, text-generation, facebook, meta, llama-2, en, arxiv:2307.09288, license:llama2, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",922667,2042,unknown
vikhyatk/moondream2,image-text-to-text,"transformers, safetensors, gguf, moondream1, text-generation, image-text-to-text, custom_code, doi:10.57967/hf/3219, license:apache-2.0, autotrain_compatible, endpoints_compatible, region:us",205607,1122,unknown
myshell-ai/OpenVoiceV2,text-to-speech,"audio, text-to-speech, instant-voice-cloning, en, zh, license:mit, region:us",0,396,unknown
google/gemma-2-2b-it,text-generation,"transformers, safetensors, gemma2, text-generation, conversational, arxiv:2009.03300, arxiv:1905.07830, arxiv:1911.11641, arxiv:1904.09728, arxiv:1905.10044, arxiv:1907.10641, arxiv:1811.00937, arxiv:1809.02789, arxiv:1911.01547, arxiv:1705.03551, arxiv:2107.03374, arxiv:2108.07732, arxiv:2110.14168, arxiv:2009.11462, arxiv:2101.11718, arxiv:2110.08193, arxiv:1804.09301, arxiv:2109.07958, arxiv:1804.06876, arxiv:2103.03874, arxiv:2304.06364, arxiv:1903.00161, arxiv:2206.04615, arxiv:2203.09509, arxiv:2403.13793, base_model:google/gemma-2-2b, base_model:finetune:google/gemma-2-2b, license:gemma, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",327225,1067,unknown
stabilityai/stable-fast-3d,image-to-3d,"safetensors, image-to-3d, dataset:allenai/objaverse, arxiv:2408.00653, license:other, region:us",1881,626,unknown
bartowski/Meta-Llama-3.1-8B-Instruct-GGUF,text-generation,"gguf, facebook, meta, pytorch, llama, llama-3, text-generation, en, de, fr, it, pt, hi, es, th, base_model:meta-llama/Llama-3.1-8B-Instruct, base_model:quantized:meta-llama/Llama-3.1-8B-Instruct, license:llama3.1, endpoints_compatible, region:us, conversational",33744,219,unknown
Qwen/Qwen2-Audio-7B-Instruct,audio-text-to-text,"transformers, safetensors, qwen2_audio, text2text-generation, chat, audio, audio-text-to-text, en, arxiv:2407.10759, arxiv:2311.07919, license:apache-2.0, autotrain_compatible, endpoints_compatible, region:us",102901,425,unknown
nvidia/NV-Embed-v2,feature-extraction,"transformers, safetensors, nvembed, feature-extraction, mteb, sentence-transformers, custom_code, en, arxiv:2405.17428, arxiv:2407.15831, license:cc-by-nc-4.0, model-index, region:us",35038,425,unknown
ginipick/flux-lora-eric-cat,text-to-image,"diffusers, autotrain, spacerunner, text-to-image, flux, lora, template:sd-lora, base_model:black-forest-labs/FLUX.1-dev, base_model:adapter:black-forest-labs/FLUX.1-dev, license:other, region:us",271,81,unknown
kyutai/mimi,feature-extraction,"transformers, safetensors, mimi, feature-extraction, audio, license:cc-by-4.0, endpoints_compatible, region:us",440269,202,unknown
seawolf2357/flux-lora-car-rolls-royce,text-to-image,"diffusers, autotrain, spacerunner, text-to-image, flux, lora, template:sd-lora, base_model:black-forest-labs/FLUX.1-dev, base_model:adapter:black-forest-labs/FLUX.1-dev, license:other, region:us",122,35,unknown
inflatebot/MN-12B-Mag-Mell-R1,text-generation,"transformers, safetensors, mistral, text-generation, mergekit, merge, conversational, arxiv:2311.03099, arxiv:2306.01708, base_model:Fizzarolli/MN-12b-Sunrose, base_model:merge:Fizzarolli/MN-12b-Sunrose, base_model:IntervitensInc/Mistral-Nemo-Base-2407-chatml, base_model:merge:IntervitensInc/Mistral-Nemo-Base-2407-chatml, base_model:anthracite-org/magnum-v2.5-12b-kto, base_model:merge:anthracite-org/magnum-v2.5-12b-kto, base_model:elinas/Chronos-Gold-12B-1.0, base_model:merge:elinas/Chronos-Gold-12B-1.0, base_model:nbeerbower/mistral-nemo-bophades-12B, base_model:merge:nbeerbower/mistral-nemo-bophades-12B, base_model:nbeerbower/mistral-nemo-gutenberg-12B-v4, base_model:merge:nbeerbower/mistral-nemo-gutenberg-12B-v4, base_model:nbeerbower/mistral-nemo-wissenschaft-12B, base_model:merge:nbeerbower/mistral-nemo-wissenschaft-12B, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",2785,164,unknown
seawolf2357/flux-lora-military-artillery-k9,text-to-image,"diffusers, autotrain, spacerunner, text-to-image, flux, lora, template:sd-lora, base_model:black-forest-labs/FLUX.1-dev, base_model:adapter:black-forest-labs/FLUX.1-dev, license:other, region:us",91,14,unknown
meta-llama/Llama-3.2-3B,text-generation,"transformers, safetensors, llama, text-generation, facebook, meta, pytorch, llama-3, en, de, fr, it, pt, hi, es, th, arxiv:2204.05149, arxiv:2405.16406, license:llama3.2, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",615977,558,unknown
sphiratrioth666/SillyTavern-Presets-Sphiratrioth,,"art, roleplay, preset, presets, sillytavern, silly tavern, template, prompt, en, base_model:MarinaraSpaghetti/NemoMix-Unleashed-12B, base_model:finetune:MarinaraSpaghetti/NemoMix-Unleashed-12B, license:cc-by-nc-3.0, region:us",0,165,unknown
seawolf2357/hanbok,text-to-image,"diffusers, text-to-image, flux, lora, template:sd-lora, ai-toolkit, base_model:black-forest-labs/FLUX.1-dev, base_model:adapter:black-forest-labs/FLUX.1-dev, license:other, region:us",2248,33,unknown
seawolf2357/ntower,text-to-image,"diffusers, text-to-image, flux, lora, template:sd-lora, ai-toolkit, base_model:black-forest-labs/FLUX.1-dev, base_model:adapter:black-forest-labs/FLUX.1-dev, license:other, region:us",136,29,unknown
stabilityai/stable-diffusion-3.5-large-turbo,text-to-image,"diffusers, safetensors, text-to-image, stable-diffusion, en, arxiv:2403.03206, license:other, diffusers:StableDiffusion3Pipeline, region:us",54951,584,unknown
Qwen/Qwen2.5-Coder-32B,text-generation,"transformers, safetensors, qwen2, text-generation, code, qwen, qwen-coder, codeqwen, conversational, en, arxiv:2409.12186, arxiv:2309.00071, arxiv:2407.10671, base_model:Qwen/Qwen2.5-32B, base_model:finetune:Qwen/Qwen2.5-32B, license:apache-2.0, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",37781,124,unknown
black-forest-labs/FLUX.1-Redux-dev,,"diffusers, safetensors, image-generation, flux, diffusion-single-file, en, license:other, diffusers:FluxPriorReduxPipeline, region:us",215945,499,unknown
strangerzonehf/Flux-Midjourney-Mix2-LoRA,text-to-image,"diffusers, text-to-image, lora, template:diffusion-lora, base_model:black-forest-labs/FLUX.1-dev, base_model:adapter:black-forest-labs/FLUX.1-dev, license:other, region:us",10175,480,unknown
Respair/Tsukasa_Speech,text-to-speech,"safetensors, StyleTTS, Japanese, Diffusion, Prompt, TTS, TexttoSpeech, speech, StyleTTS2, LLM, anime, voice, text-to-speech, ja, arxiv:2405.04517, license:cc-by-nc-4.0, region:us",0,55,unknown
openfree/jungkook,text-to-image,"diffusers, text-to-image, flux, lora, template:sd-lora, ai-toolkit, base_model:black-forest-labs/FLUX.1-dev, base_model:adapter:black-forest-labs/FLUX.1-dev, license:other, region:us",11,8,unknown
openfree/z-tao,text-to-image,"diffusers, text-to-image, flux, lora, template:sd-lora, ai-toolkit, base_model:black-forest-labs/FLUX.1-dev, base_model:adapter:black-forest-labs/FLUX.1-dev, license:other, region:us",5,7,unknown
tencent/InstantCharacter,,region:us,0,39,unknown
deepseek-ai/deepseek-vl2-tiny,image-text-to-text,"transformers, safetensors, deepseek_vl_v2, image-text-to-text, arxiv:2412.10302, license:other, endpoints_compatible, region:us",63793,187,unknown
ali-vilab/ACE_Plus,,"arxiv:2501.02487, arxiv:2410.00086, region:us",155,221,unknown
HKUSTAudio/Llasa-3B,text-to-speech,"safetensors, llama, Text-to-Speech, text-to-speech, zh, en, arxiv:2502.04128, base_model:meta-llama/Llama-3.2-3B-Instruct, base_model:finetune:meta-llama/Llama-3.2-3B-Instruct, license:cc-by-nc-4.0, region:us",3207,495,unknown
openbmb/MiniCPM-o-2_6,any-to-any,"transformers, safetensors, minicpmo, feature-extraction, minicpm-o, omni, vision, ocr, multi-image, video, custom_code, audio, speech, voice cloning, live Streaming, realtime speech conversation, asr, tts, any-to-any, multilingual, dataset:openbmb/RLAIF-V-Dataset, arxiv:2405.17220, arxiv:2408.01800, region:us",234819,1120,unknown
Isam03/Hellomodel,,"en, base_model:omarques/autotrain-dogs-and-cats-1527055142, base_model:finetune:omarques/autotrain-dogs-and-cats-1527055142, license:apache-2.0, region:us",0,6,unknown
ostris/Flex.1-alpha,text-to-image,"diffusers, safetensors, text-to-image, license:apache-2.0, endpoints_compatible, diffusers:FluxPipeline, region:us",31744,443,unknown
openfree/korea-president-yoon,text-to-image,"diffusers, text-to-image, flux, lora, template:sd-lora, ai-toolkit, base_model:black-forest-labs/FLUX.1-dev, base_model:adapter:black-forest-labs/FLUX.1-dev, license:other, region:us",170,13,unknown
deepseek-ai/DeepSeek-R1-Zero,text-generation,"transformers, safetensors, deepseek_v3, text-generation, conversational, custom_code, arxiv:2501.12948, license:mit, autotrain_compatible, endpoints_compatible, fp8, region:us",3526,906,unknown
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,text-generation,"transformers, safetensors, qwen2, text-generation, conversational, arxiv:2501.12948, license:mit, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",887622,627,unknown
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,text-generation,"transformers, safetensors, qwen2, text-generation, conversational, arxiv:2501.12948, license:mit, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",1843538,1358,unknown
openfree/keisi,text-to-image,"diffusers, text-to-image, flux, lora, template:sd-lora, ai-toolkit, base_model:black-forest-labs/FLUX.1-dev, base_model:adapter:black-forest-labs/FLUX.1-dev, license:other, region:us",4,6,unknown
bartowski/DeepSeek-R1-Distill-Qwen-14B-GGUF,text-generation,"gguf, text-generation, base_model:deepseek-ai/DeepSeek-R1-Distill-Qwen-14B, base_model:quantized:deepseek-ai/DeepSeek-R1-Distill-Qwen-14B, endpoints_compatible, region:us, imatrix, conversational",245189,204,unknown
Qwen/Qwen2.5-VL-72B-Instruct,image-text-to-text,"transformers, safetensors, qwen2_5_vl, image-text-to-text, multimodal, conversational, en, arxiv:2309.00071, arxiv:2409.12191, arxiv:2308.12966, base_model:Qwen/Qwen2.5-VL-72B-Instruct, base_model:finetune:Qwen/Qwen2.5-VL-72B-Instruct, license:other, text-generation-inference, endpoints_compatible, region:us",170260,438,unknown
mistralai/Mistral-Small-24B-Instruct-2501,text-generation,"vllm, safetensors, mistral, text-generation, transformers, conversational, en, fr, de, es, it, pt, zh, ja, ru, ko, base_model:mistralai/Mistral-Small-24B-Base-2501, base_model:finetune:mistralai/Mistral-Small-24B-Base-2501, license:apache-2.0, text-generation-inference, region:us",858777,906,unknown
ibm-esa-geospatial/TerraMind-1.0-base,,"terratorch, Earth Observation, TerraMind, IBM, ESA, dataset:ibm-esa-geospatial/TerraMesh, arxiv:2504.11171, license:apache-2.0, region:us",1822,10,unknown
microsoft/Phi-4-mini-instruct,text-generation,"transformers, safetensors, phi3, text-generation, nlp, code, conversational, custom_code, multilingual, ar, zh, cs, da, nl, en, fi, fr, de, he, hu, it, ja, ko, no, pl, pt, ru, es, sv, th, tr, uk, arxiv:2503.01743, license:mit, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",395333,460,unknown
silveroxides/Chroma-GGUF,text-to-image,"gguf, text-to-image, base_model:lodestones/Chroma, base_model:quantized:lodestones/Chroma, license:apache-2.0, region:us",9754,26,unknown
hexgrad/Kokoro-82M-v1.1-zh,text-to-speech,"text-to-speech, arxiv:2306.07691, arxiv:2203.02395, base_model:hexgrad/Kokoro-82M, base_model:finetune:hexgrad/Kokoro-82M, license:apache-2.0, region:us",53491,117,unknown
city96/Wan2.1-I2V-14B-480P-gguf,image-to-video,"gguf, video, video-generation, image-to-video, en, zh, base_model:Wan-AI/Wan2.1-I2V-14B-480P, base_model:quantized:Wan-AI/Wan2.1-I2V-14B-480P, license:apache-2.0, region:us",128621,171,unknown
openfree/vcnl,text-to-image,"diffusers, text-to-image, flux, lora, template:sd-lora, ai-toolkit, base_model:black-forest-labs/FLUX.1-dev, base_model:adapter:black-forest-labs/FLUX.1-dev, license:other, region:us",613,6,unknown
burtenshaw/GemmaCoder3-12B,image-text-to-text,"transformers, safetensors, gemma3, image-text-to-text, generated_from_trainer, trl, sft, conversational, dataset:open-r1/codeforces-cots, base_model:google/gemma-3-12b-it, base_model:finetune:google/gemma-3-12b-it, text-generation-inference, endpoints_compatible, region:us",386,46,unknown
fantos/QwQ-32B-bnb-4bit,text-generation,"transformers, safetensors, qwen2, feature-extraction, chat, text-generation, conversational, en, arxiv:2309.00071, arxiv:2412.15115, base_model:Qwen/QwQ-32B, base_model:quantized:Qwen/QwQ-32B, license:apache-2.0, text-generation-inference, endpoints_compatible, 4-bit, bitsandbytes, region:us",175,6,unknown
reedmayhew/claude-3.7-sonnet-reasoning-gemma3-12B,,"transformers, gguf, text-generation-inference, unsloth, gemma3, en, dataset:reedmayhew/claude-3.7-sonnet-reasoning, base_model:unsloth/gemma-3-12b-it-unsloth-bnb-4bit, base_model:quantized:unsloth/gemma-3-12b-it-unsloth-bnb-4bit, license:apache-2.0, endpoints_compatible, region:us, conversational",10673,40,unknown
